Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A064550,바이오니아,12,20051229,193274776800.0,142482165457.0,-26.45,4.39,6.82,-32.24,1429.71,-54.18,0.0,2016,6862,-19.75,5920647.0,67268295.0
A064760,티씨케이,12,20030818,471086250000.0,170957200125.0,23.63,3.31,5.02,25.97,13.49,18.51,500.0,2016,32350,5.42,1707454.0,91065078.0
A064800,필링크,12,20020822,162612900000.0,97177469040.0,123.96,3.31,6.48,-167.93,62.76,97.56,0.0,2016,4070,-10.0,1310526.0,29515938.0
A064820,케이프,12,20070529,42686875860.0,25176719382.0,-16.9,0.51,2.37,-12.37,102.35,-28.48,0.0,2016,3150,0.09,1053873.0,161354622.0
A064960,S&T모티브,12,20020311,950623476000.0,599463163966.0,14.66,1.89,1.04,47.31,6.94,8.31,1000.0,2016,48850,5.47,82801966.0,874061412.0
A065060,지엔코,12,20020528,86369215305.0,73914774458.0,51.59,0.73,0.56,-9.37,54.59,-121.3,0.0,2016,7670,-4.35,4519905.0,178514330.0
A065130,탑엔지니어링,12,20030129,101289469380.0,75663233627.0,8.21,0.63,0.66,5.37,5.34,7.07,100.0,2016,6920,1.15,8220000.0,178601481.0
A065150,MP그룹,12,20070718,223435245355.0,102512090569.0,-70.25,6.2,2.17,-17.67,724.45,-75.09,0.0,2016,1865,0.59,4662521.0,83074097.0
A065160,에프티이앤이,12,20020730,376976285510.0,288236067901.0,-11.68,8.44,5.41,-11.68,-19.88,-16.41,0.0,2016,6096,-15.04,4770618.0,110157767.0
A065170,넥스트BT,12,20021119,113949984000.0,93233876909.0,-23.53,5.66,2.68,-266.67,-29.35,-22.92,0.0,2016,1875,-2.04,498250.0,41685898.0
A065350,신성델타테크,12,20040806,77113985420.0,48034301518.0,14.31,0.77,0.22,5.36,8.78,17.02,50.0,2016,3130,0.76,26531607.0,207812752.0
A065420,에스아이리소스,12,20020822,81067383900.0,48437761880.0,22.64,2.48,1.89,30.04,-30.37,-16.9,0.0,2016,2045,-38.18,5000.0,34579219.0
A065440,이루온,12,20030128,27320104350.0,20066616645.0,943.51,2.1,0.45,-5.42,16.57,41.57,0.0,2016,2535,-14.11,3336973.0,36073182.0
A065450,빅텍,12,20030205,76930000000.0,51458477000.0,34.09,1.43,1.22,-3.75,16.14,32.78,0.0,2016,3330,3.71,6285421.0,50729063.0
A065500,오리엔트정공,12,20020919,26572352400.0,11574916705.0,19.18,1.68,0.47,,11.06,22.64,0.0,2016,902,-0.09,493384.0,40550796.0
A065510,휴비츠,12,20031031,182357113400.0,130239450390.0,26.76,2.6,2.51,-91.15,13.39,20.11,100.0,2016,13650,1.55,19135251.0,94415923.0
A065530,전파기지국,12,20020604,82725900000.0,42670019220.0,9.33,0.97,0.63,4.92,2.26,6.36,500.0,2016,1550,6.78,33106049.0,229532213.0
A065560,녹원씨엔아이,12,20030701,72259229300.0,62395844501.0,-7.49,8.96,13.98,-23.19,-19.64,-18.19,0.0,2016,15350,-29.08,2410781.0,15797399.0
A065570,삼영이엔씨,12,20030121,71632000000.0,46933286400.0,11.98,0.91,2.1,8.22,6.92,9.2,255.0,2016,8880,8.11,5017480.0,88431910.0
A065620,제낙스,12,20020627,444775600800.0,291239063404.0,-149.36,13.02,34.06,2004.94,1245.72,-577.34,0.0,2016,22500,-16.57,4681410.0,54712113.0
A065650,메디프론,12,20030121,106223089665.0,94506682875.0,-50.32,3.61,10.46,-796.85,-56.79,-55.57,0.0,2016,4311,-27.79,1151442.0,26481958.0
A065660,안트로젠,12,20160215,250771416000.0,176593231147.0,,0.0,0.0,0.0,,,0.0,2016,23700,-9.67,451399.0,14466076.0
A065680,우주일렉트로,12,20040102,160934364000.0,77860045303.0,13.14,0.89,0.92,10.73,3.67,6.97,300.0,2016,16850,4.0,,218015967.0
A065690,대진디엠피,12,20020716,52776360000.0,29211715260.0,17.63,0.73,0.88,11.42,4.58,9.57,0.0,2016,3880,3.43,1700000.0,95921852.0
A065710,서호전기,12,20020716,58195000000.0,21479774500.0,18.16,0.98,1.0,8.61,5.38,5.77,700.0,2016,11550,4.32,624379.0,58244940.0
A065770,CS,12,20040604,20580000000.0,16817976000.0,-3.65,2.9,0.62,-11.69,-8.42,-7.1,0.0,2016,2165,-15.87,5657658.0,83524080.0
A065940,바이오빌,12,20030107,109654928960.0,89467456538.0,24.57,1.95,3.48,12.99,16.04,19.9,0.0,2016,6790,5.32,2918934.0,66077412.0
A065950,웰크론,12,20030729,107187539885.0,79511717087.0,283.56,1.97,0.42,1.13,20.54,60.48,0.0,2016,3450,-2.61,9030387.0,101191496.0
A066110,한프,12,20020716,31582959370.0,21286914615.0,2.6,0.87,0.9,33.2,2.12,2.73,0.0,2016,4230,-18.92,2159534.0,56779224.0
A066130,하츠,12,20030211,80640000000.0,42110208000.0,17.92,0.94,0.87,18.71,5.7,8.38,50.0,2016,5770,4.19,3634768.0,82330110.0
A066270,SK컴즈,12,20031107,174361532950.0,57120838194.0,-12.86,1.58,2.38,-24.98,-81.72,-13.79,0.0,2016,2780,-9.63,735242.0,176168264.0
A066310,큐에스아이,12,20061124,60182732100.0,39136830685.0,37.95,1.0,2.06,48.4,8.64,21.33,0.0,2016,8880,5.77,834081.0,57753809.0
A066410,투윈글로벌,12,20031219,107924132750.0,42975389661.0,74.87,2.35,2.77,401.82,34.66,72.94,0.0,2016,7190,4.18,,33367269.0
A066430,와이오엠,12,20021224,69166456800.0,58210490043.0,-12.08,8.55,,,,,0.0,2016,4605,,470410.0,11572762.0
A066570,LG전자,12,20020422,10440730533200.0,6767681531620.0,78.21,0.83,0.17,-10.46,5.31,16.1,400.0,2016,51600,1.38,6826004000.0,26282313000.0
A066590,우수AMS,12,20030212,42401524505.0,27141215836.0,20.58,1.49,0.21,-1.69,9.09,24.22,30.0,2016,3770,2.9,1550128.0,121829880.0
A066620,국보디자인,12,20020905,161625000000.0,74008087500.0,13.44,1.74,0.75,41.69,5.67,5.76,250.0,2016,17200,8.42,3494716.0,125685773.0
A066670,디스플레이텍,12,20021230,79440651500.0,53193460244.0,5.14,0.51,0.24,1.72,1.55,1.9,50.0,2016,4225,5.51,13755310.0,266110759.0
A066700,테라젠이텍스,12,20040527,182188878800.0,159852522259.0,-22.96,2.68,1.9,-21.86,-151.5,-48.49,0.0,2016,5830,1.33,5711526.0,98750559.0
A066790,씨씨에스,12,20030530,197845802500.0,161679589803.0,-125.37,4.84,7.92,-22.53,30.89,91.36,0.0,2016,2150,-6.58,8616205.0,63035495.0
A066900,디에이피,12,20040514,92456404695.0,33792815916.0,12.06,0.86,0.36,2.22,4.53,13.62,0.0,2016,4270,-0.67,86005634.0,284054336.0
A066910,손오공,12,20050107,146266355480.0,120830636262.0,13.46,4.21,1.0,10.51,10.4,13.18,0.0,2016,6550,-8.31,40000.0,37677563.0
A066970,엘앤에프,12,20030102,182109942850.0,105660188842.0,-38.43,2.67,0.58,-17.81,28.32,-133.93,50.0,2016,14411,-1.31,16249135.0,92569886.0
A066980,브레인콘텐츠,12,20030117,101430547575.0,84856796101.0,47.86,17.13,6.79,10.42,53.84,56.3,0.0,2016,1340,-37.55,1453961.0,59927566.0
A067000,조이시티,12,20080530,354637656450.0,215655158887.0,320.93,4.96,5.99,-44.91,47.32,84.4,0.0,2016,20500,4.62,1026136.0,75908301.0
A067010,이씨에스,3,20071218,45825000000.0,26706810000.0,9.24,1.01,0.61,55.92,3.95,4.87,200.0,2016,3040,9.43,2905563.0,50832440.0
A067080,대화제약,12,20030214,659744058800.0,429691305496.0,173.35,10.76,4.87,-168.7,65.13,97.06,100.0,2016,23350,-0.93,15997026.0,104699386.0
A067160,아프리카TV,12,20031219,279446409000.0,211820378022.0,58.57,5.91,4.6,35.88,34.23,54.02,290.0,2016,24650,4.59,3115000.0,62829985.0
A067170,오텍,12,20031114,68226437580.0,48877419882.0,29.41,0.67,0.1,-14.06,8.42,13.83,70.0,2016,9280,0.69,12554645.0,143954868.0
A067280,멀티캠퍼스,12,20061116,248924718000.0,90658382296.0,29.64,4.84,2.27,-28.49,17.53,24.37,250.0,2016,31950,7.63,,134915672.0
A067290,JW신약,12,20030211,387325983360.0,252459075954.0,1309.36,8.28,4.35,-85.15,52.1,80.94,60.0,2016,8140,-0.44,2570288.0,116050799.0
A067310,하나마이크론,12,20051011,112075934460.0,59613189539.0,46.31,0.9,0.44,-4.21,7.12,19.46,0.0,2016,5310,2.19,24604626.0,345047692.0
A067390,아스트,12,20141224,253876815200.0,201908231129.0,125.7,5.63,3.96,-33.04,37.19,75.96,0.0,2016,15959,-7.35,11959214.0,116905702.0
A067570,엔브이에이치코리아,12,20131203,93059999280.0,40518323687.0,-13.93,0.69,0.18,-2.01,5.85,22.54,140.0,2016,3860,-2.91,18730641.0,238378915.0
A067630,에이치엘비생명과학,12,20081125,99785231385.0,90974195454.0,-3.99,3.9,2.49,-13.76,-5.28,-5.05,0.0,2016,5303,3.44,4188324.0,29383399.0
A067730,로지시스,12,20150729,48666203620.0,17291102146.0,76.14,3.34,1.33,24.85,42.81,65.1,60.0,2016,5490,10.52,1624473.0,16695184.0
A067770,세진티에스,12,20040109,29597990325.0,14266231337.0,-4.56,0.55,0.87,-9.52,-0.04,-0.02,0.0,2016,3485,1.49,951113.0,54287538.0
A067830,세이브존I&C,12,20020725,247066187900.0,96528759613.0,9.2,0.65,1.27,8.46,6.38,7.55,30.0,2016,5260,4.92,106033340.0,518836231.0
A067900,와이엔텍,12,20051223,53293357880.0,27712332074.0,12.91,0.63,1.02,7.37,7.53,13.35,0.0,2016,3443,3.03,27658842.0,127268956.0
A067920,이글루시큐리티,12,20100804,44339455080.0,33112705054.0,-10.34,1.13,0.72,,-11.33,-6.74,50.0,2016,4530,-18.1,2492409.0,48049569.0
A067990,도이치모터스,12,20041203,123437547600.0,78185342650.0,22.95,1.69,0.15,-10.76,20.15,37.74,0.0,2016,4025,-0.12,70666020.0,197162506.0
A068050,팬엔터테인먼트,12,20060707,55417971000.0,40615830946.0,-8.19,1.56,2.74,-14.72,-14.68,-12.87,0.0,2016,4780,0.38,5838200.0,70107069.0
A068150,케이엔씨글로벌,12,20030721,118914084300.0,116714173740.0,-13.76,8.14,9.78,-36.88,-21.53,-19.29,0.0,2016,1170,-48.16,491082.0,40936167.0
A068240,다원시스,12,20100914,388425572500.0,292795196551.0,47.31,3.64,6.0,-23.04,37.59,46.26,50.0,2016,12950,,27869921.0,120220020.0
A068270,셀트리온,12,20180209,12441096580000.0,7981456437856.0,62.63,5.82,15.99,-78.55,38.9,56.1,50.0,2016,98818,5.46,416234673.0,2098697249.0
A068290,삼성출판사,12,20020805,127000000000.0,41960800000.0,39.46,1.82,1.0,208.96,10.67,18.79,110.0,2016,11150,4.86,4759609.0,78639798.0
A068330,일신바이오,12,20071226,110540350000.0,69087718750.0,45.15,4.48,8.95,-620.32,33.3,40.23,0.0,2016,2910,6.83,392369.0,27801053.0
A068400,AJ렌터카,12,20120727,262433655000.0,148589935461.0,15.06,1.17,0.42,-3.25,3.66,20.83,0.0,2016,8350,2.28,353993959.0,868731480.0
A068760,셀트리온제약,12,20060203,599355496200.0,330341247039.0,54.8,1.6,4.94,-67.3,74.91,92.27,25.0,2016,22328,1.52,85167785.0,412667481.0
A068790,DMS,12,20041001,191973388200.0,141945123235.0,10.67,1.51,0.69,6.81,9.06,14.02,50.0,2016,9260,-14.58,25713538.0,220374639.0
A068870,LG생명과학,12,20020816,1143812310000.0,789344875131.0,88.39,3.96,2.26,-25.17,21.91,56.08,0.0,2016,67500,-0.32,306128023.0,648656155.0
A068930,디지털대성,12,20031017,68228846840.0,29570382220.0,13.96,1.03,1.21,,7.24,11.86,160.0,2016,4000,7.83,,67365183.0
A068940,아이씨케이,12,20101019,63856071680.0,46717102041.0,85.59,1.87,1.81,,26.8,81.11,0.0,2016,1790,-4.17,2755805.0,38784668.0
A069080,웹젠,12,20030523,854523392800.0,534162572839.0,13.81,3.75,3.45,9.34,9.77,10.88,0.0,2016,14950,5.29,8157227.0,167938485.0
A069110,코스온,12,20031014,315321715800.0,269221680950.0,72.65,7.72,6.0,-39.83,48.21,57.47,0.0,2016,12000,1.68,10764388.0,40522770.0
A069140,누리플랜,12,20101026,23835435750.0,12511220225.0,46.15,1.26,0.69,-22.83,19.98,30.21,0.0,2016,5890,-22.88,449731.0,33575978.0
A069260,휴켐스,12,20021007,825747477600.0,447885431850.0,17.07,1.25,1.04,13.83,6.87,12.48,500.0,2016,21700,5.01,34009152.0,699065487.0
A069330,유아이디,12,20030818,38991957760.0,19382902202.0,-12.84,0.7,1.76,28.66,39.86,-14.17,0.0,2016,8120,4.94,2064931.0,71489537.0
A069410,엔텔스,12,20070620,96244216650.0,75724949660.0,-47.37,2.99,2.81,-23.56,-41.54,-31.84,0.0,2016,13500,8.22,165055.0,58561816.0
A069460,대호에이엘,12,20021111,38395797185.0,24845920358.0,-43.73,1.74,0.35,7.36,22.68,250.81,0.0,2016,1306,-11.99,19962465.0,110290375.0
A069510,에스텍,12,20031114,106154300000.0,27610733430.0,7.96,0.78,0.42,31.58,3.17,4.51,500.0,2016,11650,8.08,3106078.0,126478615.0
A069540,라이트론,12,20040213,33538554720.0,25771025447.0,-6.91,0.78,1.02,-7.7,-7.92,-5.1,0.0,2016,6940,6.06,3396052.0,53583992.0
A069620,대웅제약,12,20021101,1142436295000.0,437324613726.0,19.19,1.53,0.98,-11.12,12.8,18.97,600.0,2016,68700,4.79,156158467.0,678153979.0
A069640,한세엠케이,12,20110621,237178406250.0,94586748413.0,48.38,1.16,0.61,-298.39,28.42,50.83,200.0,2016,13300,0.95,4037011.0,187584831.0
A069730,DSR제강,12,20030128,59688000000.0,25695684000.0,5.55,0.46,0.3,2.0,3.8,6.86,40.0,2016,8820,3.6,7802666.0,202111793.0
A069920,아이에스이커머스,12,20071205,164310758920.0,91504661643.0,-268.98,5.78,2.81,-21.65,714.11,-151.79,0.0,2016,4420,-4.71,100000.0,34059380.0
A069960,현대백화점,12,20021125,3323146622000.0,2037088879286.0,12.29,0.84,1.79,-20.23,6.65,8.81,700.0,2016,109000,5.16,161909035.0,4068306401.0
A070300,한솔시큐어,12,20100609,48280359420.0,32227139913.0,19.67,1.87,2.53,-49.8,11.39,14.44,0.0,2016,6270,-11.65,887829.0,23787450.0
A070590,한솔인티큐브,12,20040108,39695430060.0,24436506745.0,8.71,1.02,0.45,11.11,7.82,8.91,0.0,2016,2930,2.52,7617048.0,61888247.0
A071090,하이스틸,12,20030217,39798885600.0,18777114226.0,-4.52,0.31,0.29,7.88,-28.72,-12.85,150.0,2016,21000,-0.19,33445128.0,248620346.0
A071200,인피니트헬스케어,12,20100526,211832506270.0,115258066662.0,40.43,3.68,3.7,41.53,20.05,31.07,0.0,2016,6860,2.25,664462.0,68976605.0
A071280,로체시스템즈,12,20031114,38654689400.0,17015794274.0,21.35,0.84,0.49,-14.74,10.4,15.37,50.0,2016,7935,-4.68,1928667.0,51443709.0
A071320,지역난방공사,12,20100129,893879036800.0,191379501779.0,5.76,0.39,0.33,11.87,7.36,14.0,3800.0,2016,68100,1.41,2356406221.0,4741581258.0
A071670,에이테크솔루션,12,20090417,49900000000.0,32774320000.0,-18.41,0.81,0.3,9.62,11.14,-44.07,0.0,2016,10450,0.27,10778510.0,169366687.0
A071840,롯데하이마트,12,20110629,1182746371200.0,397047956812.0,13.07,0.78,0.36,32.63,9.43,12.49,500.0,2016,42200,3.49,447075113.0,2774637426.0
A071850,캐스텍코리아,12,20140527,84384466980.0,48546383854.0,8.38,0.77,0.38,59.28,6.54,10.82,130.0,2016,6120,3.73,11534275.0,184624822.0
A071950,코아스,12,20050804,56456668150.0,41924721768.0,-8.08,2.84,0.9,39.93,-13.99,-11.02,0.0,2016,1625,0.59,7387963.0,100115022.0
A071970,STX중공업,12,20090515,116536640940.0,60039677412.0,-26.59,1.38,0.12,-5.61,10.48,15.57,0.0,2016,68896,-7.61,843790669.0,1482857528.0
A072020,중앙백신,12,20031031,133956000000.0,76904139600.0,36.1,2.14,3.4,17.42,14.36,28.9,50.0,2016,19761,7.29,1022031.0,60598562.0
A072130,유엔젤,12,20030701,67296815400.0,39604175863.0,51.19,1.24,1.82,60.46,20.71,33.85,0.0,2016,5080,-14.51,,60985098.0
A072470,우리산업홀딩스,12,20031028,203983282800.0,43550430878.0,6.87,1.89,0.73,-153.17,12.91,20.87,50.0,2016,7190,6.5,25792082.0,214002134.0
A072520,태양씨앤엘,12,20041029,42476710680.0,40051290500.0,-0.56,3.25,0.44,4.86,-7.65,-3.97,0.0,2016,1215,-31.47,4614693.0,77571533.0
A072710,농심홀딩스,12,20030730,693349605000.0,233936156727.0,15.0,0.92,1.59,24.6,12.7,15.32,2000.0,2016,120500,2.49,40101297.0,566805829.0
A072770,네오디안테크놀로지,12,20070725,46676911820.0,38662486061.0,186.66,2.29,0.82,-729.89,81.81,1115.11,0.0,2016,1485,-1.46,2332021.0,17441706.0
A072870,메가스터디,12,20041221,163864672800.0,112001503859.0,1.69,0.65,0.76,2.64,1.17,1.56,700.0,2016,11339,7.55,10281683.0,441208760.0
A072950,빛샘전자,12,20120321,39540000000.0,23324646000.0,15.04,0.84,0.77,11.96,6.37,9.24,100.0,2016,6890,,2403206.0,46585633.0
A073010,케이에스피,12,20041217,30126478030.0,14966834285.0,-8.23,0.3,0.52,-6.2,-23.56,-12.64,0.0,2016,4290,-0.86,26815597.0,112241429.0
A073070,넥센테크,12,20040128,62350000000.0,16454165000.0,20.4,1.62,0.78,12.4,10.29,13.59,125.0,2016,915,10.76,1168574.0,61100035.0
A073110,엘엠에스,12,20071012,79705964800.0,52645789750.0,13.59,0.69,0.76,5.75,6.18,12.0,150.0,2016,7970,11.2,1874033.0,237996526.0
A073190,디비케이,12,20040206,27047770400.0,12295916424.0,-9.28,0.79,0.9,-8.04,-16.59,-7.48,0.0,2016,2335,-8.54,200000.0,46066355.0
A073240,금호타이어,12,20050217,1354001364060.0,785049990882.0,-15.33,0.93,0.35,-3.76,13.99,84.98,0.0,2016,8480,2.76,1013748654.0,3414112589.0
A073490,이노와이어리스,12,20050204,54142550000.0,37082232495.0,-13.3,0.78,1.08,-17.2,-53.19,-15.01,0.0,2016,9110,1.4,611411.0,90218944.0
A073540,에프알텍,12,20070518,38361000000.0,24155921700.0,191.69,1.09,1.05,-4.12,-489.86,-84.1,0.0,2016,2960,,3709447.0,52337705.0
A073570,에이티테크놀러지,12,20040106,30238189300.0,25892961498.0,-186.89,1.61,1.1,106.72,39.9,123.39,0.0,2016,1905,-61.59,1402808.0,34784838.0
A073640,삼원테크,12,20040106,27303500000.0,14552765500.0,-0.92,1.92,0.93,1.09,-2.2,-2.11,0.0,2016,953,-8.24,4171783.0,127155609.0
A074150,엠제이비,12,20050708,60454034985.0,44518351363.0,-18.44,2.96,21.74,-6.94,-23.06,-22.78,,2016,39,31.45,3014193.0,71550155.0
A074430,아미노로직스,12,20040604,168188406260.0,116890942351.0,-31.61,2.12,8.12,273.34,-47.27,-28.54,0.0,2016,3105,-18.66,4702673.0,42357762.0
A074600,원익QnC,12,20031212,198474400000.0,118389979600.0,14.83,2.2,1.62,16.29,9.11,11.68,0.0,2016,8946,5.45,5644126.0,142549402.0
A074610,나노메딕스,12,20031223,35579083905.0,32786125818.0,80.43,6.66,3.15,4.82,167.02,348.16,0.0,2016,2640,6.82,427035.0,12188211.0
A075130,플랜티넷,12,20050610,60928000000.0,37415884800.0,33.76,0.72,2.19,14.3,4.22,5.69,150.0,2016,6920,0.9,298400.0,70081947.0
A075180,새론오토모티브,12,20051021,160128000000.0,55788595200.0,6.58,0.82,0.8,8.19,2.18,2.92,190.0,2016,8320,11.29,3996960.0,171633235.0
A075580,세진중공업,12,20151130,147044044800.0,44863138068.0,5.55,0.81,0.24,7.05,8.39,10.93,100.0,2016,3125,,107112448.0,418758741.0
A075970,동국알앤에스,12,20040213,34040000000.0,13966612000.0,-22.81,0.48,0.34,9.0,9.46,25.23,80.0,2016,2980,1.24,33238471.0,128334042.0
A076080,웰크론한텍,12,20080718,56586860020.0,39480652236.0,-18.69,0.68,0.31,2.6,191.7,-16.91,0.0,2016,2580,-3.96,2943338.0,85747098.0
A076610,해성옵틱스,12,20131106,91212250000.0,50029919125.0,30.63,1.24,0.32,6.99,4.92,17.14,0.0,2016,4137,2.17,17626245.0,147916016.0
A077280,한컴지엠디,12,20040602,30484312500.0,16647483056.0,-12.02,0.73,1.62,3.36,-157.52,-21.24,0.0,2016,3070,-1.52,17147933.0,68589223.0
A077360,덕산하이메탈,12,20051014,231728710200.0,79436601857.0,-17.92,1.18,4.24,-53.26,13.77,21.9,0.0,2016,8630,18.46,2056377.0,177685503.0
A077500,유니퀘스트,12,20040805,107996828000.0,56039554049.0,44.14,0.6,0.35,2.86,22.46,30.49,80.0,2016,7330,6.7,1033335.0,195965321.0
A077970,STX엔진,12,20040510,162442862240.0,76055748101.0,4.35,1.53,0.24,12.25,6.64,8.43,0.0,2016,6630,-6.68,487822240.0,993727127.0
A078000,텔코웨어,12,20040720,128075719200.0,36783346554.0,17.51,0.76,2.3,9.43,6.91,8.28,500.0,2016,11500,6.27,3643579.0,115263375.0
A078070,유비쿼스홀딩스,12,20090123,281960000000.0,171629052000.0,8.55,1.12,1.55,6.65,3.58,3.9,250.0,2016,7552,10.23,8066995.0,223715886.0
A078130,국일제지,12,20041022,76073524630.0,45773439770.0,4.25,1.26,1.49,-8.09,68.52,-71.07,0.0,2016,564,-4.68,4899530.0,67550206.0
A078140,대봉엘에스,12,20051223,125278342700.0,61461554929.0,15.47,2.0,1.89,15.77,9.66,10.61,50.0,2016,11850,10.53,1095294.0,48697626.0
A078150,HB테크놀러지,12,20041208,266521422980.0,173958532779.0,22.56,1.75,1.06,13.98,9.62,19.94,30.0,2016,5290,1.07,16269707.0,119847706.0
A078160,메디포스트,12,20050729,669687556500.0,608879926370.0,258.43,5.07,19.11,-44.44,211.49,-597.45,0.0,2016,27370,-1.09,57951390.0,182554881.0
A078340,컴투스,12,20070706,1608302500000.0,1189178868500.0,11.24,2.95,3.26,12.7,6.44,6.57,1400.0,2016,87200,43.05,7105887.0,248982434.0
A078350,한양디지텍,12,20040514,48850000000.0,21132510000.0,9.41,0.9,0.32,-31.97,4.61,6.28,0.0,2016,4060,8.32,3438932.0,73544399.0
A078520,에이블씨엔씨,12,20110907,421509624200.0,316715756959.0,23.13,1.92,0.88,19.81,15.21,19.61,450.0,2016,19888,1.1,6246505.0,211410482.0
A078590,두올산업,12,20051027,42166509250.0,26286601866.0,26.36,3.05,0.88,-51.78,15.81,25.62,0.0,2016,930,4.23,1384687.0,16708694.0
A078600,대주전자재료,12,20041210,47596050700.0,27386767573.0,-9.62,0.86,0.8,-4.78,89.59,-30.81,0.0,2016,4400,-5.48,22579256.0,109480425.0
A078650,코렌,12,20101022,56446182300.0,43407114189.0,-4.2,2.25,0.64,-5.68,18.06,-16.07,0.0,2016,3067,-5.84,20144398.0,120488684.0
A078780,아이디에스,12,20051129,97944684750.0,33663588149.0,-9.6,8.1,2.31,-3.62,16.73,28.23,,2016,139,,,
A078860,아이오케이,12,20060627,79787749500.0,66862134081.0,37.8,1.63,5.68,-15.92,531.68,-1158.68,0.0,2016,3930,-44.72,1048531.0,12179775.0
A078890,가온미디어,12,20050712,154194645000.0,122168417234.0,14.33,1.37,0.37,60.56,9.51,11.17,100.0,2016,10399,7.02,6221966.0,186419611.0
A078930,GS,12,20040805,5565631142200.0,2982621729105.0,9.75,0.76,0.39,-2.91,8.37,8.37,1600.0,2016,54100,-2.32,927920000.0,5896182000.0
A078940,일경산업개발,12,20040827,33011504640.0,31667936401.0,-127.62,3.21,3.12,-22.07,139.01,160.29,0.0,2016,1813,-21.73,4369268.0,26111278.0
A079000,와토스코리아,12,20051115,66465000000.0,27257296500.0,12.77,1.0,3.39,14.39,4.73,5.52,150.0,2016,7730,10.99,1001190.0,66004605.0
A079160,CJ CGV,12,20041224,2075924805300.0,1264860983869.0,51.33,6.33,2.23,-37.88,15.73,35.04,350.0,2016,63858,1.36,327180903.0,1150311356.0
A079170,한창산업,12,20050201,30316000000.0,9646551200.0,-17.2,0.57,0.6,6.24,-18.82,-7.66,120.0,2016,8740,1.7,2899299.0,58464126.0
A079190,EMW,12,20051129,73902490795.0,52855061417.0,-8.14,1.75,0.86,254.91,24.97,-26.27,0.0,2016,2890,,14930287.0,98089191.0
A079370,제우스,12,20060201,166663200000.0,76365078240.0,6.74,0.9,0.47,-112.09,3.66,4.41,200.0,2016,13600,7.61,8000000.0,166898487.0
A079430,현대리바트,12,20051122,616240905000.0,415900986785.0,20.96,2.4,0.87,-972.02,12.37,14.27,80.0,2016,23700,7.95,16773686.0,339983275.0
A079550,LIG넥스원,12,20151002,2211000000000.0,1065923100000.0,25.6,3.95,1.12,-21.68,14.5,20.67,940.0,2016,80500,3.28,43761247.0,1630371444.0
A079650,서산,12,20050121,57200000000.0,18361200000.0,5.4,0.79,0.43,2.41,0.49,0.55,1250.0,2016,4820,16.71,445412.0,38965815.0
A079660,사조해표,12,20040921,109906000000.0,54557338400.0,6.13,0.93,0.19,8.23,6.33,7.19,0.0,2016,12300,3.78,15463603.0,286659294.0
A079810,디이엔티,12,20050126,39632500000.0,24552333750.0,8.49,1.16,0.66,-16.7,5.11,5.9,0.0,2016,9440,,229543.0,25356149.0
A079940,가비아,12,20051019,92042651200.0,57609495386.0,16.86,1.84,1.05,6.66,3.58,6.15,30.0,2016,5840,7.12,4675000.0,55984243.0
